0,SansAnimation,,,,,,,,
,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0.3
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0.3
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.4,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,0,$HeartX,189,90,0.3,0
0.2,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,0,0,240,139,$HeartY,0,0.3,0
0.3,sansHead,CloesEyes,,,,,,,
0,,,,,,,,,
1,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.3,BlackScreen,0,,,,,,,
0,HeartTelePort,320,304,,,,,,
3.2,sound,mus_zz_megalovania,2,,,,,,
0,HeartMode,1,,,,,,,
0,SansX,8888,,,,,,,
0.9,,,,,,,,,
0,BoneV,231,335,66,0,400,,,
0,BoneV,410,335,66,2,400,,,
0.3,SansBody,HandLeft,,,,,,,
0,SansSlam,2,,,,,,,
0.3,,,,,,,,,
0,BoneV,406,132,185,2,456,,,
0,BoneV,406,335,55,2,456,,,
0.04,,,,,,,,,
0,BoneV,406,132,185,2,456,,,
0,BoneV,406,335,55,2,456,,,
0,BoneStab,2,25,0.1,0.1,,,,
0,BoneStab,0,115,0.1,0.1,,,,
0.3,,,,,,,,,
0,SansSlam,0,,,,,,,
0.2,HeartMode,0,,,,,,,
0.05,SansSlam,1,,,,,,,
0,BoneV,376,204,185,,,,,
0.2,BoneStab,1,30,0.3,0.3,,,,
0,BoneStab,2,137,0.1,4,,,,
0,BoneStab,0,2,0.3,4,,,,
0,BoneStab,3,43,0.6,4,,,,
0,BoneStab,1,43,0.6,4,,,,
0.4,HeartMode,0,,,,,,,
0.3,,,,,,,,,
0,SineBones,55,30,850,45,,,,
2.1,,,,,,,,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
0,HeartTelePort,320,304,,,,,,
0,Sound,Ding,,,,,,,
0,SansSlam,1,,,,,,,
0,BoneVRepeat,381.5,222,130,0,180,6,120,
0,BoneVRepeat,381.5,370,20,0,180,6,120,
0,BoneVRepeat,381.5,222,130,2,180,5,120,
0,BoneVRepeat,381.5,370,20,2,180,5,120,
0.08,,,,,,,,,
0,BoneVRepeat,381.5,222,130,0,180,6,120,
0,BoneVRepeat,381.5,370,20,0,180,6,120,
0,BoneVRepeat,381.5,222,130,2,180,5,120,
0,BoneVRepeat,381.5,370,20,2,180,5,120,
3.36,,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,25,0.2,0.1,,,,
0,BoneStab,2,115,0.2,0.1,,,,
0.37,,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,30,0.2,0.1,,,,
0,BoneStab,2,110,0.2,0.1,,,,
0.5,,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,45,0.5,0.1,,,,
0,BoneStab,2,95,0.5,0.1,,,,
0.7,,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,70,0.7,0.15,,,,
0,BoneStab,2,70,0.7,0.15,,,,
1,,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,45,0.5,0.1,,,,
0,BoneStab,2,95,0.5,0.1,,,,
0.7,,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,30,0.2,0.1,,,,
0,BoneStab,2,110,0.2,0.1,,,,
0.5,,,,,,,,,
0,SansSlam,0,,,,,,,
0,BoneStab,0,25,0.2,0.1,,,,
0,BoneStab,2,115,0.2,0.1,,,,
1.4,,,,,,,,,
0,BoneStab,2,140,0.1,100,,,,
0,BoneV,376,204,185,,,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GetHeartPos,HeartX,$HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,1,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GetHeartPos,HeartX,$HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,1,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GetHeartPos,HeartX,$HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,1,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GetHeartPos,HeartX,$HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,1,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GetHeartPos,HeartX,$HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,1,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.3,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0.25,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GetHeartPos,HeartX,$HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,1,,
1.2,,,,,,,,,
0,SineBones,100,30,766,45,,,,
4.2,,,,,,,,,
0,SansSlam,1,,,,,,,
0,BoneStab,1,20,0.3,0.1,,,,
0.2,BoneStab,1,40,0.3,0.1,,,,
0.2,BoneStab,1,47,0.4,0.1,,,,
0.3,BoneStab,3,140,1.2,3,,,,
1.7,BlackScreen,1,,,,,,,
0,SOUND,FLASH,,,,,,,
0.2333,BlackScreen,0,,,,,,,
0,HeartMode,0,,,,,,,
0,GasterBlaster,0,0,240,139,306,0,0.1,0.5
0,GasterBlaster,0,640,240,499,306,180,0.1,0.5
0,GasterBlaster,0,0,240,324,106,90,0.1,0.5
0,GasterBlaster,0,640,240,324,506,270,0.1,0.5
0.65,,,,,,,,,
0,BoneV,318.5,264.7,90,,,,,
0,BoneH,278.2,303.8,90,,,,,
0,BoneV,318.5,213,50,,,,,
0,BoneV,318.5,355,50,,,,,
0,BoneH,241,303.8,36,,,,,
0,BoneH,369,303.8,36,,,,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
1,,,,,,,,,
0,BoneV,318.5,264.7,90,,,,,
0,BoneH,278.2,303.8,90,,,,,
0,BoneV,318.5,213,50,,,1,,
0,BoneV,318.5,355,50,,,,,
0,BoneH,241,303.8,36,,,,,
0,BoneH,369,303.8,36,,,,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
0,Sound,Ding,,,,,,,
0.3,,,,,,,,,
0,BoneV,318.5,264.7,90,,,,,
0,BoneH,278.2,303.8,90,,,,,
0,BoneV,318.5,213,50,,,,,
0,BoneV,318.5,355,50,,,,,
0,BoneH,241,303.8,36,,,1,,
0,BoneH,369,303.8,36,,,,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
0,Sound,Ding,,,,,,,
0.3,,,,,,,,,
0,BoneV,318.5,264.7,90,,,,,
0,BoneH,278.2,303.8,90,,,,,
0,BoneV,318.5,213,50,,,,,
0,BoneV,318.5,355,50,,,,,
0,BoneH,241,303.8,36,,,,,
0,BoneH,369,303.8,36,,,1,,
0,Sound,Ding,,,,,,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
0.3,,,,,,,,,
0,BoneV,318.5,264.7,90,,,,,
0,BoneH,278.2,303.8,90,,,,,
0,BoneV,318.5,213,50,,,,,
0,BoneV,318.5,355,50,,,1,,
0,BoneH,241,303.8,36,,,,,
0,BoneH,369,303.8,36,,,,,
0,Sound,Ding,,,,,,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
0.3,,,,,,,,,
0,BoneV,318.5,264.7,90,,,,,
0,BoneH,278.2,303.8,90,,,,,
0,BoneV,318.5,213,50,,,,,
0,BoneV,318.5,355,50,,,,,
0,BoneH,241,303.8,36,,,,,
0,BoneH,369,303.8,36,,,,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
0.3,,,,,,,,,
0,BoneV,318.5,264.7,90,,,,,
0,BoneH,278.2,303.8,90,,,,,
0,BoneV,318.5,213,50,0,100,200,,
0,BoneV,318.5,355,50,2,100,200,,
0,BoneH,241,303.8,36,1,100,200,,
0,BoneH,369,303.8,36,3,100,200,,
0,BlackScreen,1,,,,,,,
0,BlackScreen,0,,,,,,,
0,GasterBlaster,2,0,0,259,166,90,0.1,0.2
0,GasterBlaster,2,640,480,379,446,270,0.1,0.2
0,GasterBlaster,2,0,480,189,246,0,0.1,0.2
0,GasterBlaster,2,640,480,449,366,180,0.1,0.2
1,,,,,,,,,
0,GasterBlaster,2,640,0,449,176,135,0.1,0.28
0,GasterBlaster,2,0,480,189,436,315,0.1,0.28
0,GasterBlaster,2,640,480,449,436,225,0.1,0.28
0,GasterBlaster,2,0,0,189,176,45,0.1,0.28
0.8,,,,,,,,,
0,BlackScreen,1,,,,,,,
0,Sound,Flash,,,,,,,
0.6,BlackScreen,0,,,,,,,
0.6,,,,,,,,,
0,BoneStab,1,75,0.1,100,,,,
0,BoneStab,3,20,0.1,100,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneH,650,$HeartY,40,2,456,,,
0,GasterBlaster,1,700,$HeartY,700,$HeartY,180,0.2,0.1
0.75,,,,,,,,,
0,GetHeartPos,HeartX,HeartY,,,,,,
0,BoneV,$HeartX,206,45,1,300,,,
0,GasterBlaster,1,$HeartX,-70,$HeartX,-70,90,0.2,0.1
0,GetHeartPos,HeartX,HeartY,,,,,,
